source,scheme_id,title,summary,ministry,categories,beneficiary_state,tags,official_links,document_links,contact_numbers,contact_emails,office_addresses,how_to_apply,eligibility,required_documents,faqs
india.gov.in,spacroam,Scheme to Provide Assistance for Construction of Retail Outlets/ Agricultural Malls in State Market Committees,"This scheme has been introduced by the Agriculture, Farmers Welfare and Cooperation Dept., Gujarat. It aims to support market committees in constructing retail outlets and agricultural malls to facilitate direct selling of farmers' produce, ensuring better pricing and increasing farmers' income.",,"Agriculture,Rural & Environment; Business & Entrepreneurship",,Agriculture; Retail Outlets; Agricultural Malls; Assistance For Construction,https://www.india.gov.in/my-government/schemes/search?keyword=Scheme%20to%20Provide%20Assistance%20for%20Construction%20of%20Retail%20Outlets/%20Agricultural%20Malls%20in%20State%20Market%20Committees,,,,,,,,
india.gov.in,bmfe,Breed Multiplication Farm Entrepreneurship,At present entrepreneurs/farmers interested in taking up dairy programmes are facing difficulties in sourcing disease-free high-yielding heifers or cows and farmers are dependent on either middlemen or other farmers maintaining dairy animals for sourcing their requirement of dairy animals.,,"Agriculture,Rural & Environment",,Breed Multiplication Farms; Heifers Of Cattle And Buffaloes; Forconstruction Of Cattle; Farmers Scientist Interaction; Cattle And Buffalo Breeding,https://www.india.gov.in/my-government/schemes/search?keyword=Breed%20Multiplication%20Farm%20Entrepreneurship,,,,,,,,
india.gov.in,aspsg,Agro Service Provider Scheme,"The ""Agro Service Provider Scheme"" introduced by the Agriculture, Farmers Welfare and Cooperation Department, aims to support farmers by providing subsidies for acquiring agricultural implements.",,"Agriculture,Rural & Environment",,Agriculture; Subsidy,https://www.india.gov.in/my-government/schemes/search?keyword=Agro%20Service%20Provider%20Scheme,,,,,,,,
india.gov.in,pofs,Production of Foundation Seeds,"The ""Production of Foundation Seeds"" scheme, provides subsidies to farmers cultivating seed farms for pulses, offering specific benefits to SC/ST farmers and farm women.",,"Agriculture,Rural & Environment",,Agriculture; Farmer; Seed Production; Foundation Seeds,https://www.india.gov.in/my-government/schemes/search?keyword=Production%20of%20Foundation%20Seeds,,,,,,,,
india.gov.in,rctpm,Regional Centre for Training and Production of Mushroom,The objective of the scheme is to train farmers in the method of mushroom cultivation and to supply quality spawn and pasteurized compost to farmers.,,"Agriculture,Rural & Environment",,Agriculture; Farmer; Mushroom Production; Financial Assistance; Training,https://www.india.gov.in/my-government/schemes/search?keyword=Regional%20Centre%20for%20Training%20and%20Production%20of%20Mushroom,,,,,,,,
india.gov.in,sofmg,Supply of Fodder Minikit,"The ""Supply of Fodder Minikit"" scheme introduced by the Agriculture, Farmers Welfare and Cooperation Department, Gujarat, aims to provide improved varieties of fodder seeds to farmers.",,"Agriculture,Rural & Environment",,Animal Husbandry; Fodder Minikit,https://www.india.gov.in/my-government/schemes/search?keyword=Supply%20of%20Fodder%20Minikit,,,,,,,,
india.gov.in,dr,Diggy,"Rajasthan Government has started the Diggy Scheme for the welfare of farmers, under which farmers will be provided grants for making dig for irrigation of crops. This scheme is to help farmers improve their farming by using more water resources and encourage them to grow good crops.",,"Agriculture,Rural & Environment",,Farming; Farmer; Development,https://www.india.gov.in/my-government/schemes/search?keyword=Diggy,,,,,,,,
india.gov.in,cisfnc,Crop Input Subsidy to the Farmers for Crop Loss Due to Natural Calamities,"The scheme provides financial assistance to farmers in Gujarat who suffer crop losses due to natural calamities, based on crop damage surveys conducted by the district administration.",,"Agriculture,Rural & Environment",,Crop Loss; Natural Calamity; Disaster Compensation; Crop Damage Support,https://www.india.gov.in/my-government/schemes/search?keyword=Crop%20Input%20Subsidy%20to%20the%20Farmers%20for%20Crop%20Loss%20Due%20to%20Natural%20Calamities,,,,,,,,
india.gov.in,afmtptfm,Assistance to Farmers for Mini Tractor and Power Tiller in Farm Mechanization Program,The scheme “Assistance to Farmers for Mini Tractor and Power Tiller in Farm Mechanization Program” aims to support mechanization in agriculture through financial aid for the purchase of mini tractors and power tillers to all eligible farmers across the state.,,"Agriculture,Rural & Environment",,Agricultural; Farm Mechanization; Subsidy; Mini Tractor; Power Tiller,https://www.india.gov.in/my-government/schemes/search?keyword=Assistance%20to%20Farmers%20for%20Mini%20Tractor%20and%20Power%20Tiller%20in%20Farm%20Mechanization%20Program,,,,,,,,
india.gov.in,agfiscmpwa,Assistance to General Farmers for Installation of Submersible / Centrifugal Motor Pumpsets With Accessories,"Through this scheme, the farmers from the General Category are provided with a grant of 65% subsidy towards the installation of suitable Submersible / Centrifugal motor pump sets with accessories, subject to a maximum of ₹50,000/‐ per tubewell per individual.",,"Agriculture,Rural & Environment",,Farmer; Agriculture; Subsidy; Pump,https://www.india.gov.in/my-government/schemes/search?keyword=Assistance%20to%20General%20Farmers%20for%20Installation%20of%20Submersible%20/%20Centrifugal%20Motor%20Pumpsets%20With%20Accessories,,,,,,,,
india.gov.in,mns,Micro Nutrient Spray,"The “Micro Nutrient Spray” scheme provides a 50% subsidy or ₹70/- per hectare to eligible farmers, with a focus on ensuring benefits to SC/ST and women farmers.",,"Agriculture,Rural & Environment",,Agriculture; Farmer; Micro Nutrient Spray; Subsidy,https://www.india.gov.in/my-government/schemes/search?keyword=Micro%20Nutrient%20Spray,,,,,,,,
india.gov.in,bty,Balram Talab Yojana,"The scheme aims to conserve rainwater in fields to help farmers, ensuring water availability during irrigation and drought conditions. Farmers receive subsidies up to ₹1,00,000/- for pond construction.",,"Agriculture,Rural & Environment",,Farmer; Irrigation; Subsidy; Water; Construction,https://www.india.gov.in/my-government/schemes/search?keyword=Balram%20Talab%20Yojana,,,,,,,,
india.gov.in,cdsg,Coconut Development Scheme,"The ""Coconut Development Scheme"" introduced by the Agriculture, Farmers Welfare and Cooperation Department, Gujarat, aims to support farmers by providing quality coconut saplings and financial assistance for coconut cultivation.",,"Agriculture,Rural & Environment",,Agriculture; Farmer; Coconut Saplings Distribution,https://www.india.gov.in/my-government/schemes/search?keyword=Coconut%20Development%20Scheme,,,,,,,,
india.gov.in,agrasp,AGR-61 Agro Service Providers for the Purpose of Making Farming More Profitable With the Help of Farm Mechanization,"This scheme has been introduced by the Agriculture, Farmers Welfare and Cooperation Dept., Gujarat. It aims to support farmers in Gujarat by facilitating access to farm implements and mechanization.",,"Agriculture,Rural & Environment",,Agriculture; Agro Service Providers; Farm Mechanization,https://www.india.gov.in/my-government/schemes/search?keyword=AGR-61%20Agro%20Service%20Providers%20for%20the%20Purpose%20of%20Making%20Farming%20More%20Profitable%20With%20the%20Help%20of%20Farm%20Mechanization,,,,,,,,
india.gov.in,apclfdf,Assistance Program for the Cultivation of Lotus Fruit (Dragon Fruit),"The scheme provides financial assistance to farmers to support the cultivation of dragon fruit (lotus fruit), with higher benefits for SC/ST and priority for small-scale and women farmers.",,"Agriculture,Rural & Environment",,Agriculture; Dragon Fruit Farming; Lotus Fruit Farming; Fruit Cultivation,https://www.india.gov.in/my-government/schemes/search?keyword=Assistance%20Program%20for%20the%20Cultivation%20of%20Lotus%20Fruit%20%28Dragon%20Fruit%29,,,,,,,,
india.gov.in,rfcp,Registration for Crop Procurement,The scheme aims to ensure fair crop prices for farmers by facilitating government procurement and provides easy online registration for landholding farmers to sell their crops at minimum support price.,,"Agriculture,Rural & Environment",,Farmer; Financial Assistance; Crop; Procurement; Grain,https://www.india.gov.in/my-government/schemes/search?keyword=Registration%20for%20Crop%20Procurement,,,,,,,,
india.gov.in,cllpwaafadcebnbds,Compensation for Loss of Life and Property Caused by Wild Animals in and around Forest Areas: Assistance for Crop Losses Due to Wild Animal Attacks,"The scheme aims to provide financial assistance to farmers for crop losses caused by wild animals in forest areas and their surrounding regions, thereby mitigating economic losses and supporting farmers’ livelihoods.",,"Agriculture,Rural & Environment",,Crop Losses; Wild Animal Attacks; Compensation For Crop Losses; Wild Animal; Farmer,https://www.india.gov.in/my-government/schemes/search?keyword=Compensation%20for%20Loss%20of%20Life%20and%20Property%20Caused%20by%20Wild%20Animals%20in%20and%20around%20Forest%20Areas%3A%20Assistance%20for%20Crop%20Losses%20Due%20to%20Wild%20Animal%20Attacks,,,,,,,,
india.gov.in,spk,Sinchai Pipeline Karyakram,"In ""Sinchai Pipeline Karyakram"" Rajasthan government will provide subsidies to farmers on purchasing irrigation pipelines. So that farmers can get rid of the problem of irrigation. And their income can increase.",,"Agriculture,Rural & Environment",,Pipe Line; Agriculture; Irrigation; Development,https://www.india.gov.in/my-government/schemes/search?keyword=Sinchai%20Pipeline%20Karyakram,,,,,,,,
india.gov.in,apvcrrm,Assistance for Planting Vegetable Crops for Raw and Ripe Mandap,"The scheme provides financial assistance to farmers in Gujarat for setting up vegetable trellises (Mandap) for raw, semi-ripe, and ripe vegetables, with varying support for General, SC, and ST farmers.",,"Agriculture,Rural & Environment",,Vegetable Crops; Farmer; Raw And Ripe Mandap,https://www.india.gov.in/my-government/schemes/search?keyword=Assistance%20for%20Planting%20Vegetable%20Crops%20for%20Raw%20and%20Ripe%20Mandap,,,,,,,,
india.gov.in,ssfschr,Intensive Fisheries Development Programme - Subsidy on Solar System for fish/shrimp culture,"Under this scheme, subsidies on solar systems for fish/shrimp culture are provided to eligible fish and shrimp farmers. The subsidy is given at 60% of the total project cost, or ₹30,000 per kW, whichever is lower. The maximum subsidy is limited to 30 kW for shrimp farmers and 10 kW for fish farmers.",,"Agriculture,Rural & Environment",,Subsidy; Solar System; Fish; Fish Farmer; Shrimp Culture,https://www.india.gov.in/my-government/schemes/search?keyword=Intensive%20Fisheries%20Development%20Programme%20-%20Subsidy%20on%20Solar%20System%20for%20fish/shrimp%20culture,,,,,,,,
india.gov.in,afpdccs,Assistance for Power Driven Chaff Cutter scheme,"The ""Assistance for Power Driven Chaff Cutter Scheme"" introduced by the Agriculture, Farmers Welfare and Cooperation Department, Gujarat, is designed to help farmers reduce fodder wastage and improve their dairy farming efficiency.",,"Agriculture,Rural & Environment",,Animal Husbandry; Dairy Farming; Chaff Cutter,https://www.india.gov.in/my-government/schemes/search?keyword=Assistance%20for%20Power%20Driven%20Chaff%20Cutter%20scheme,,,,,,,,
india.gov.in,obdtdaattnau,Organizing Block Demonstration Through Department And Also Through TNAU,"The scheme ""Organizing Block Demonstration Through Department And Also Through TNAU"" offers grants to farmers for maize cultivation. Farmers can avail a subsidy for demonstrating cultivation practices on a 1-hectare plot.",,"Agriculture,Rural & Environment",,Agriculture; Farmer; Block Demonstration; Maize,https://www.india.gov.in/my-government/schemes/search?keyword=Organizing%20Block%20Demonstration%20Through%20Department%20And%20Also%20Through%20TNAU,,,,,,,,
india.gov.in,wbcism,Weather Based Crop Insurance Scheme,The scheme aims to provide crop insurance protection to farmers against weather-related risks under the Pradhan Mantri Fasal Bima Yojana. It ensures financial support to farmers affected by adverse weather conditions.,,"Agriculture,Rural & Environment",,Crop Insurance; Weather Risk; Farmer,https://www.india.gov.in/my-government/schemes/search?keyword=Weather%20Based%20Crop%20Insurance%20Scheme,,,,,,,,
india.gov.in,ascfiscmpa,Assistance to Scheduled Caste Farmers for Installation of Submersible / Centrifugal Motor Pumpsets With Accessories,"Through this scheme, the farmers from the Scheduled Caste Category are provided with a grant of 90% subsidy towards the installation of suitable Submersible / Centrifugal motor pump sets with accessories, subject to a maximum of ₹60,000/‐ per tubewell per individual.",,"Agriculture,Rural & Environment",,Motor; Pump; Subsidy; Farmer; Agriculture; Scheduled Caste,https://www.india.gov.in/my-government/schemes/search?keyword=Assistance%20to%20Scheduled%20Caste%20Farmers%20for%20Installation%20of%20Submersible%20/%20Centrifugal%20Motor%20Pumpsets%20With%20Accessories,,,,,,,,
india.gov.in,mkusy,Mukhyamantri Krishi Utpadan Sanrakshan Yojana,"The scheme “Mukhyamantri Krishi Utpadan Sanrakshan Yojana” was launched by Dept. of Agriculture, Govt. of Himachal Pradesh by merging 3 ongoing protection-based Departmental schemes namely Sour Badhbandi, Anti-Hail Net Structure & Green House Renovation into single scheme having a common objective.",,"Agriculture,Rural & Environment",,Solar Fencing; Crop Protection; Subsidy; Hailstorms; Agriculture; Financial Assistance; Poly Sheets; Farmers,https://www.india.gov.in/my-government/schemes/search?keyword=Mukhyamantri%20Krishi%20Utpadan%20Sanrakshan%20Yojana,,,,,,,,
india.gov.in,gh,Green House,"Under the Green House Scheme Farmers can get the benefit of subsidy on green house and earn more income by cultivating horticultural crops like vegetables, flowers, fruits etc. by controlling the ago-climatic factors, temperature, humidity and sunlight.",,"Agriculture,Rural & Environment",,Farmer; Horticultural; Crops,https://www.india.gov.in/my-government/schemes/search?keyword=Green%20House,,,,,,,,
india.gov.in,kky,Kisan Kaleva Yojana,"Under the Kisan Kaleva Scheme run by the Rajasthan Government, food is provided at concessional rates through coupons to the farmers and their assistants who come to sell crops in the vegetable market premises.",,"Agriculture,Rural & Environment",,Food; Farmer; Agriculture,https://www.india.gov.in/my-government/schemes/search?keyword=Kisan%20Kaleva%20Yojana,,,,,,,,
india.gov.in,ky-smsp,Krishonnati Yojana - Sub Mission On Seed And Planting Material (SMSP),"The Sub-Mission on Seeds and Planting Material (SMSP) aims to increase the production of certified / quality seed, increase SRR, upgrade the quality of farm-saved seeds, strengthen the seed multiplication chain, promote new technologies and methodologies in seed production, processing, testing, etc.",Ministry Of Agriculture and Farmers Welfare,"Agriculture,Rural & Environment",,Farmer; Agriculture; Subsidy,https://www.india.gov.in/my-government/schemes/search?keyword=Krishonnati%20Yojana%20-%20Sub%20Mission%20On%20Seed%20And%20Planting%20Material%20%28SMSP%29,,,,,,,,
india.gov.in,ucuk,Udhyan Card,"It aims to create a unified identification system for farmers engaged in horticulture activities, enabling them to access all horticulture-related schemes and benefits provided by the Government of Uttarakhand.",,"Agriculture,Rural & Environment",,Horticulture; Card; Farmer,https://www.india.gov.in/my-government/schemes/search?keyword=Udhyan%20Card,,,,,,,,
india.gov.in,pcardftc,Primary Cooperative Agriculture and Rural Development Bank: For Tractor Purchase,"The scheme offers a specialized loan for farmers to purchase tractors, covering up to 90% of the tractor's cost.",,"Agriculture,Rural & Environment; Banking,Financial Services and Insurance",,Agriculture; Loan; Farmer,https://www.india.gov.in/my-government/schemes/search?keyword=Primary%20Cooperative%20Agriculture%20and%20Rural%20Development%20Bank%3A%20For%20Tractor%20Purchase,,,,,,,,
india.gov.in,vi,Vermicompost Ikai,"In the Vermicompost Ikai scheme, provide subsidies to farmers and Organic fertilizer is a systematic pest-nutrition process in which the soil is made fertile by absorbing other organic substances present within the soil.",,"Agriculture,Rural & Environment",,Farmer; Fertilizer; Agriculture,https://www.india.gov.in/my-government/schemes/search?keyword=Vermicompost%20Ikai,,,,,,,,
india.gov.in,ghc,Greenhouse Construction,"The scheme aims to promote protected cultivation of vegetables and flowers by encouraging farmers to adopt greenhouse technology through substantial financial assistance and support, thereby increasing productivity, improving crop quality, and enhancing farmers’ income.",,"Agriculture,Rural & Environment",,Greenhouse; Farmer; Polyhouse; Horticulture,https://www.india.gov.in/my-government/schemes/search?keyword=Greenhouse%20Construction,,,,,,,,
india.gov.in,fsr,Fawara Sanyantra,"Under the Fawara Sanyantra Through this scheme, the government will provide subsidies to farmers to install sprinkler plants. This will save water and farmers will also be able to irrigate their fields through sprinklers.",,"Agriculture,Rural & Environment",,Farming; Agriculture; Development; Fountain Plant,https://www.india.gov.in/my-government/schemes/search?keyword=Fawara%20Sanyantra,,,,,,,,
india.gov.in,mmams,Mukhya Mantri Agricultural Mechanization Scheme,"The ""Mukhya Mantri Agricultural Mechanization Scheme"" launched by the Agriculture, Farmers Welfare and Cooperation Department, offers financial assistance ranging from ₹1,200/- to ₹11,00,000/- to farmers in Gujarat for purchasing agricultural machinery and farm equipment.",,"Agriculture,Rural & Environment",,Agriculture; Machine; Subsidy,https://www.india.gov.in/my-government/schemes/search?keyword=Mukhya%20Mantri%20Agricultural%20Mechanization%20Scheme,,,,,,,,
india.gov.in,kpyg,Kisan Parivahan Yojana,"This scheme has been introduced by the Agriculture, Farmers Welfare and Cooperation Department, Gujarat. It aims to provide financial assistance to farmers for purchasing medium-sized goods vehicles to facilitate the transportation of agricultural produce.",,"Agriculture,Rural & Environment",,Agriculture; Farmer; Heavy Farm Equipment; Goods Vehicles,https://www.india.gov.in/my-government/schemes/search?keyword=Kisan%20Parivahan%20Yojana,,,,,,,,
india.gov.in,vdaps,Very Dense Apple Plantation Scheme,"The scheme aims to promote intensive apple cultivation among farmers by establishing modern orchards with high-yielding varieties and providing financial assistance through a 60% subsidy on saplings, thereby enhancing productivity and increasing farmers’ income.",,"Agriculture,Rural & Environment",,Apple Plantation; Subsidy; Apple,https://www.india.gov.in/my-government/schemes/search?keyword=Very%20Dense%20Apple%20Plantation%20Scheme,,,,,,,,
india.gov.in,kvmy,Kisan Vriksha Mitra Yojana,"The scheme aims to promote commercial tree plantation on private lands, ensuring buyback of produce, increasing farmers' income, and generating employment. The scheme benefits farmers, private institutions, and other stakeholders by providing financial assistance for plantation.",,"Agriculture,Rural & Environment",,Forest; Environment; Tree; Plantation; Farmer,https://www.india.gov.in/my-government/schemes/search?keyword=Kisan%20Vriksha%20Mitra%20Yojana,,,,,,,,
india.gov.in,mebvy,Mukhyamantri Ekeekrit Bagwani Vikas Yojana,"The scheme aims to promote horticulture development in Uttarakhand by providing farmers with subsidized fruit plants, seeds, pesticides, & horticulture infrastructure such as Cool Houses & Refrigerator Vans, thereby increasing productivity, reducing post-harvest losses, & enhancing farmers’ income.",,"Agriculture,Rural & Environment",,Horticulture; Horticulture Development; Farmer; Subsidy,https://www.india.gov.in/my-government/schemes/search?keyword=Mukhyamantri%20Ekeekrit%20Bagwani%20Vikas%20Yojana,,,,,,,,
india.gov.in,kt,Khet Talai,"Under the Khet Talai scheme, the Rajasthan Government gives subsidies to the farmers on the construction of farm ponds so that the farmers can collect rainwater and irrigate their fields by making farm ponds in their fields.",,"Agriculture,Rural & Environment",,Farming; Farmer; Khet Talai; Development,https://www.india.gov.in/my-government/schemes/search?keyword=Khet%20Talai,,,,,,,,
india.gov.in,sspftws,Stipend Scheme For Poultry Farming Training For Weaker Section,"The scheme “Stipend Scheme for Poultry Farming Training for Weaker Section” was launched by the Department of Agriculture, Farmers Welfare & Co-operation, Government of Gujarat to raise the income of poultry farmers by scientific poultry farming training.",,"Agriculture,Rural & Environment; Skills & Employment",,Poultry Farming; Training; Weaker Section; Stipend; Cash Assistance,https://www.india.gov.in/my-government/schemes/search?keyword=Stipend%20Scheme%20For%20Poultry%20Farming%20Training%20For%20Weaker%20Section,,,,,,,,
india.gov.in,docsom,Distribution of Certified Seeds of Maize,"The ""Distribution of Certified Seeds of Maize"" scheme by the Agriculture-Farmers Welfare Department, Tamil Nadu offers a subsidy to maize-growing farmers in specific districts of the state, providing financial assistance for purchasing certified maize seeds.",,"Agriculture,Rural & Environment",,Agriculture; Farmer; Seed Distribution; Maize; Subsidy,https://www.india.gov.in/my-government/schemes/search?keyword=Distribution%20of%20Certified%20Seeds%20of%20Maize,,,,,,,,
india.gov.in,iascasf,"Incentive Assistance to Scheduled Caste Farmers to Increase the Area, Production and Productivity of Sugarcane Farming","This scheme has been introduced by the Agriculture, Farmers Welfare and Cooperation Department, Gujarat. It aims to provide financial assistance to SC farmers to increase sugarcane production and productivity through quality seeds, modern farming practices, and agricultural mechanization.",,"Agriculture,Rural & Environment",,Agriculture; Farmer; Incentive; Scheduled Caste; SC; Sugarcane Farming,https://www.india.gov.in/my-government/schemes/search?keyword=Incentive%20Assistance%20to%20Scheduled%20Caste%20Farmers%20to%20Increase%20the%20Area%2C%20Production%20and%20Productivity%20of%20Sugarcane%20Farming,,,,,,,,
india.gov.in,iastasf,"Incentive Assistance to Scheduled Tribe Farmers to Increase the Area, Production and Productivity of Sugarcane Farming","This scheme has been introduced by the Agriculture, Farmers Welfare and Cooperation Department, Gujarat. It aims to provide financial assistance to ST farmers to increase sugarcane production and productivity through quality seeds, modern farming practices, and agricultural mechanization.",,"Agriculture,Rural & Environment",,Agriculture; Farmer; Incentive; Scheduled Tribe; Sugarcane Farming,https://www.india.gov.in/my-government/schemes/search?keyword=Incentive%20Assistance%20to%20Scheduled%20Tribe%20Farmers%20to%20Increase%20the%20Area%2C%20Production%20and%20Productivity%20of%20Sugarcane%20Farming,,,,,,,,
india.gov.in,afccdwt,To Assist the Farmers for Construction of Community Base Water Tank/Storage Structure for Efficient Use of Water Through Drip Irrigation,"This scheme has been introduced by the Agriculture, Farmers Welfare and Cooperation Department, Gujarat. It aims to provide financial assistance to farmers for constructing community-based water tanks/storage structures to ensure efficient water use through drip irrigation.",,"Agriculture,Rural & Environment",,Agriculture; Farmer; Water Resources; Community Base Water Tank,https://www.india.gov.in/my-government/schemes/search?keyword=To%20Assist%20the%20Farmers%20for%20Construction%20of%20Community%20Base%20Water%20Tank/Storage%20Structure%20for%20Efficient%20Use%20of%20Water%20Through%20Drip%20Irrigation,,,,,,,,
india.gov.in,sspftdp,Stipend Scheme For Poultry Farming Training For Divyang People,"The scheme “Stipend Scheme for Poultry Farming Training for Divyang People” was launched by the Department of Agriculture, Farmers Welfare & Co-operation, Government of Gujarat to raise the income of Divyang poultry farmers through scientific poultry farming training.",,"Agriculture,Rural & Environment; Skills & Employment",,Poultry Farming; Divyang; Stipend; Training; Cash Assistance,https://www.india.gov.in/my-government/schemes/search?keyword=Stipend%20Scheme%20For%20Poultry%20Farming%20Training%20For%20Divyang%20People,,,,,,,,
india.gov.in,pm-kusumuk,Pradhan Mantri Kisan Urja Suraksha Evam Utthaan Mahabhiyan Yojana (PM-KUSUM) - Uttarakhand,"The scheme aims to promote clean and affordable irrigation by replacing diesel pump sets with solar-powered pump sets, reducing farmers’ irrigation costs, enhancing energy security, and increasing farmers’ income through sustainable and efficient use of solar energy.",,"Agriculture,Rural & Environment",,Farmer; Irrigation; Solar Pumpset; Agriculture; Diesel Pumpset,https://www.india.gov.in/my-government/schemes/search?keyword=Pradhan%20Mantri%20Kisan%20Urja%20Suraksha%20Evam%20Utthaan%20Mahabhiyan%20Yojana%20%28PM-KUSUM%29%20-%20Uttarakhand,,,,,,,,
india.gov.in,fmh,Farm Machinery Bank (FMB)/Farm Machinery Hub (FMH),"“Farm Machinery Bank (FMB)/Farm Machinery Hub (FMH)” by the Agriculture Department, Government of West Bengal aims to facilitate end-to-end (from land development to residue management) use of farm machinery which can be within the reach of the small and marginal farmers at reasonable charges.",,"Agriculture,Rural & Environment",,Agriculture; Farmers; Employment; Subsidy; Rural; Youth; Farm Machinery; Entrepreneurs; Machinery Bank; Machinery Hub,https://www.india.gov.in/my-government/schemes/search?keyword=Farm%20Machinery%20Bank%20%28FMB%29/Farm%20Machinery%20Hub%20%28FMH%29,,,,,,,,
india.gov.in,dsmpvhfpopeguj,Distribution of Seeds of more productions varieties/ Hybrids varieties Seeds and fertilizer at subsidies etc. to Adivasi farmers in Tribal Area: Power Operated Plant Protection Equipment Gujarat,The scheme aims to help farmers belonging to scheduled tribes and tribal cultivators residing outside tribal areas achieve higher production of agricultural crops and improve their livelihood.,,"Agriculture,Rural & Environment",,Adivasi Farmers; Crop Production; Livelihood; Seeds; Fertilizer; Subsidies; Power Operated Plant Protection Equipment,https://www.india.gov.in/my-government/schemes/search?keyword=Distribution%20of%20Seeds%20of%20more%20productions%20varieties/%20Hybrids%20varieties%20Seeds%20and%20fertilizer%20at%20subsidies%20etc.%20to%20Adivasi%20farmers%20in%20Tribal%20Area%3A%20Power%20Operated%20Plant%20Protection%20Equipment%20Gujarat,,,,,,,,
india.gov.in,fpktnk,Farm Pond (Khet Talai) Nirman Karyakram,Under the Farm Pond (Khet Talaee) Nirmaan Kaaryakram scheme provied to help the farmers of Rajasthan to collect rain water and use it for irrigation purposes so that the farmers can get sufficient water for irrigation in their fields.,,"Agriculture,Rural & Environment",,Water Shortage; Farmer; Financial Assistance; Development,https://www.india.gov.in/my-government/schemes/search?keyword=Farm%20Pond%20%28Khet%20Talai%29%20Nirman%20Karyakram,,,,,,,,
india.gov.in,mss,Mini Sprinkler Sanyantr,The Mini Sprinkler Sanyantr scheme provided a subsidy to the farmers can irrigate more land by getting sprinkler subsidy. The subsidy given by the state government to the farmers will be sent directly to their bank account through DBT.,,"Agriculture,Rural & Environment",,Farmer; Mini Sprinkler Sanyantr; Farming; Agriculture,https://www.india.gov.in/my-government/schemes/search?keyword=Mini%20Sprinkler%20Sanyantr,,,,,,,,
india.gov.in,ssst-pts,Stipend Scheme For Scheduled Tribes - Poultry Training Stipend,"The scheme “Stipend Scheme for Scheduled Tribes - Poultry Training Stipend” was launched by the Department of Agriculture, Farmers Welfare & Co-operation, Government of Gujarat to raise the income of poultry farmers of Schedule Tribes through scientific poultry farming training.",,"Agriculture,Rural & Environment; Skills & Employment",,Poultry Farming; Scheduled Tribe; Stipend; Training; Cash Assistance,https://www.india.gov.in/my-government/schemes/search?keyword=Stipend%20Scheme%20For%20Scheduled%20Tribes%20-%20Poultry%20Training%20Stipend,,,,,,,,
india.gov.in,pkvyuk,Paramparagat Krishi Vikas Yojana - Uttarakhand,"The scheme aims to promote & support organic farming among farmers in Uttarakhand. The scheme provides financial assistance of ₹9,000/- per hectare to farmers for the purchase of organic inputs, including seeds, compost, green manure, biofertilizers, biopesticides, neem oil, etc.",,"Agriculture,Rural & Environment",,Farmer; Traditional Agriculture; Organic Farming,https://www.india.gov.in/my-government/schemes/search?keyword=Paramparagat%20Krishi%20Vikas%20Yojana%20-%20Uttarakhand,,,,,,,,
india.gov.in,iteams,Integrated Technology Enabled Agriculture Management System Or iTEAMS,"The scheme was launched by the Department of Agriculture & Farmers’ Welfare, Govt. of Meghalaya to address critical issues of enabling & facilitating access to remunerative & sustainable markets for farmers produce in most transparent & effective manner through facilitation service iTEAM Dial 1917.",,"Agriculture,Rural & Environment",,ITEAMS; Integrated Technology; Agriculture Management System; Farmer; Telephone Advice,https://www.india.gov.in/my-government/schemes/search?keyword=Integrated%20Technology%20Enabled%20Agriculture%20Management%20System%20Or%20iTEAMS,,,,,,,,
india.gov.in,kbs,Krishak Bandhu Scheme,"The scheme aims to provide financial security to farmers through direct income support and death/disability benefits. It benefits small and marginal farmers with annual assistance of ₹5,000/- per acre and a one-time payout of ₹2,00,000/- in case of death.",,"Agriculture,Rural & Environment; Social welfare & Empowerment",,Farmer; Financial Assistance; Agriculture; Income; Death; Disability,https://www.india.gov.in/my-government/schemes/search?keyword=Krishak%20Bandhu%20Scheme,,,,,,,,
india.gov.in,sspftsc,Stipend Scheme For Poultry Farming Training For Schedule Caste,"The scheme “Stipend Scheme for Poultry Farming Training for Schedule Caste” was launched by the Department of Agriculture, Farmers Welfare & Co-operation, Government of Gujarat to raise the income of poultry farmers of Scheduled Caste by scientific poultry farming training.",,"Agriculture,Rural & Environment; Skills & Employment",,Poultry Farming; Schedule Caste; Stipend; Training; Cash Assistance,https://www.india.gov.in/my-government/schemes/search?keyword=Stipend%20Scheme%20For%20Poultry%20Farming%20Training%20For%20Schedule%20Caste,,,,,,,,
india.gov.in,kk,Silkworm Rearing Chamber,"The scheme aims to promote sericulture & enhance silk production among farmers by providing financial assistance for establishing dedicated silkworm rearing chambers. Under this scheme, farmers are provided financial support of upto ₹1,00,000 (80:10:10 pattern) for construction of rearing chambers.",,"Agriculture,Rural & Environment",,Rearing Chamber; Silk; Silkworm Rearing; Silkworm; Sericulture,https://www.india.gov.in/my-government/schemes/search?keyword=Silkworm%20Rearing%20Chamber,,,,,,,,
